name,address,resolvedAddress,latitude,longitude,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,source
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T00:00:00,27,31.2,26,94.27,0.1,100,rain,0,0,6.5,5.4,106.6,1007,0,3,0,0,0,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T01:00:00,26.5,26.5,25.9,96.32,0,0,,0,0,5.8,1.5,344,1008,1.3,8.9,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T02:00:00,27,31.2,26,94.27,0.9,100,rain,0,0,8.3,0.9,20.2,1007,44,4.5,0,0,0,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T03:00:00,27,31.2,26,94.27,0.6,100,rain,0,0,8.6,0.9,360,1007,0,4,0,0,0,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T04:00:00,26.3,26.3,25.7,96.87,0,0,,0,0,9.7,1.2,12,1007.7,0.5,8.6,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T05:00:00,27,31.2,26,94.27,0.1,100,rain,0,0,11.5,7.4,50,1008,0,1,0,0,0,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T06:00:00,27,31.2,26,94.27,0.2,100,rain,0,0,10.8,3.6,80,1009,37.5,1.5,0.2,0,0,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T07:00:00,26.7,30.4,26,96.36,0,0,,0,0,10.1,4.4,330,1009.3,57.9,4.1,25.9,0.1,0,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T08:00:00,29.1,35.8,26.1,83.9,0.5,100,rain,0,0,10.1,7.6,330,1010,90,4,54.8,0.2,1,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T09:00:00,30,37.4,26,79.2,0.7,100,rain,0,0,9.7,6.5,200,1010,89,4.5,129.5,0.5,1,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T10:00:00,31.2,39.4,26,74.13,0,0,,0,0,11.2,7.6,106,1010.5,73.5,10.1,247.4,0.9,2,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T11:00:00,32,39.2,25,66.58,0.4,100,rain,0,0,13.7,8.5,95,1009,50,10,444,1.6,4,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T12:00:00,33,39.9,24.5,61.08,0.4,100,rain,0,0,15.1,8.5,100,1008,50,10,456.1,1.6,5,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T13:00:00,33,41.4,25.5,65.05,0,0,,0,0,15.8,7.3,90,1007.7,72.8,17.9,599,2.2,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T14:00:00,34.1,42.1,25.1,59.51,0,0,,0,0,15.8,9.4,110,1006,50,10,561.2,2,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T15:00:00,33.5,39.9,24,57.63,0.3,100,rain,0,0,15.5,10.3,100,1005,27.5,10,504.5,1.8,5,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T16:00:00,32.4,39.7,24.9,64.59,0,0,,0,0,15.8,13.3,176,1005.9,49.7,10.1,373,1.3,4,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T17:00:00,32,39.2,25,66.58,0,0,,0,0,16.6,13.9,165,1005,25,10,165.5,0.6,2,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T18:00:00,31,37.7,25,70.48,0,0,,0,0,14.4,13.9,150,1005,0,8,28.3,0.1,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T19:00:00,30.1,38.2,26.4,80.69,0,0,,0,0,12.2,10.8,115,1006.1,0.7,17.4,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T20:00:00,29.5,36.6,26,81.51,0,0,,0,0,10.1,13,135,1007,0,8.5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T21:00:00,29,35.1,25.5,81.45,0,0,,0,0,9.7,13.9,140,1008,0,8,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T22:00:00,28.7,35.8,26.7,88.66,0,0,,0,0,9.7,10.8,160,1008.9,0.2,16.8,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-27T23:00:00,28,33.6,26,88.92,0.1,100,rain,0,0,9.4,11.2,155,1008,0,4.5,0,0,0,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T00:00:00,28.1,33.7,26.1,88.92,0.3,100,rain,0,0,7.2,7.6,150,1008,0,5,0,0,0,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T01:00:00,27.9,33.9,26.7,93.09,0,0,,0,0,7.2,7,158,1008.4,2.7,16.6,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T02:00:00,28,33.6,26,88.92,0,0,,0,0,10.8,7.6,125,1008,0,3.5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T03:00:00,27,31.2,26,94.27,0,0,,0,0,11.5,6.5,75,1008,0,2,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T04:00:00,27.1,31.7,26.3,95.14,0,0,,0,0,12.2,4.5,125,1008.4,0.5,15.9,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T05:00:00,27,31.2,26,94.27,0,0,,0,0,11.2,6.5,70,1008,0,1,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T06:00:00,27,31.2,26,94.27,0,0,,0,0,10.4,7.4,80,1009,0,1,0.3,0,0,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T07:00:00,28.2,34.9,26.9,92.51,0,0,,0,0,15.1,7.1,86,1009.4,7.1,3.7,66.3,0.2,1,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T08:00:00,29.5,37.2,26.5,83.95,0.2,100,rain,0,0,17.3,12.1,75,1010,50,4,182.6,0.7,2,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T09:00:00,30.5,37.6,25.5,74.71,0.1,100,rain,0,0,16.9,9.4,105,1010,50,7,349.6,1.3,3,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T10:00:00,31.9,40.9,26.3,72.32,0,0,,0,0,18,7.2,93,1010.1,73.5,10,506.2,1.8,5,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T11:00:00,32,38.5,24.5,64.62,0.1,100,rain,0,0,19.4,6.5,100,1009,50,10,684.6,2.5,7,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T12:00:00,33,40.6,25,62.93,0.1,100,rain,0,0,19.8,9.4,65,1008,50,10,706.3,2.5,7,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T13:00:00,34.1,40.4,23.8,55.12,0,0,,0,0,20.9,7.4,130,1008,42.4,17.9,816.4,2.9,8,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T14:00:00,34.1,40.7,24.1,56.06,0,0,,0,0,15.1,7.6,150.3,1006,50,10,641,2.3,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T15:00:00,34,39.4,23,52.77,0,0,,0,0,15.5,6.5,110,1006,50,10,583.7,2.1,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T16:00:00,34,39.8,23.4,54.12,0,0,,0,0,14,7.2,135,1005.7,29.5,18.8,379,1.4,4,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T17:00:00,33,39.3,24,59.27,0,0,,0,0,12.2,6.5,90,1005,4.3,10,210.1,0.8,2,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T18:00:00,31.5,36.7,23.5,62.61,0,0,,0,0,10.8,8.5,100,1006,0,8.5,32.9,0.1,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T19:00:00,31.3,38.1,25,69.33,0,0,,0,0,13,2,21,1006.1,0,8.8,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T20:00:00,30,36.2,25,74.63,0,0,,0,0,14.4,9.4,110,1007,0,4.5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T21:00:00,30,37.4,26,79.2,0,0,,0,0,14.4,14.8,150,1008,0,6,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T22:00:00,29.1,36.6,26.7,86.68,0,0,,0,0,14,10.8,145,1008,0,8.9,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-28T23:00:00,28.5,34.6,26,86.37,0,0,,0,0,12.6,10.3,115,1009,0,4,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T00:00:00,28,33.6,26,88.92,0,0,,0,0,10.1,8.5,110,1008,0,3,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T01:00:00,28.3,34.4,26.3,88.96,0,0,,0,0,7.9,7.2,105,1008.3,0,8.5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T02:00:00,28,33.6,26,88.92,0,0,,0,0,7.9,6.5,65,1008,0,2.5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T03:00:00,28,33.6,26,88.92,0,0,,0,0,6.5,5.4,45,1008,0,3,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T04:00:00,27.4,32.2,26.1,92.83,0,0,,0,0,6.5,2.1,13,1008.3,0,8.3,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T05:00:00,27,31.2,26,94.27,0,0,,0,0,4.7,5.4,55,1008,0,2,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T06:00:00,27,31.2,26,94.27,0,0,,0,0,6.5,5.4,60,1009,0,2,0.9,0,0,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T07:00:00,27.9,33.7,26.4,91.82,0,0,,0,0,14.4,7.4,50,1009,1.5,3.8,73.7,0.3,1,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T08:00:00,29.5,36.6,26,81.51,0,0,,0,0,16.9,9.4,35,1010,0,4.5,235.6,0.8,2,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T09:00:00,30.5,37.6,25.5,74.71,0,0,,0,0,16.9,5.4,26.8,1010,50,5.5,387.6,1.4,4,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T10:00:00,31.6,40.3,26.2,72.94,0,0,,0,0,17.6,6.8,353,1010.2,73.5,9.5,649.9,2.3,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T11:00:00,33,40.6,25,62.93,0.1,100,rain,0,0,17.3,6.5,300,1009,50,7.5,727,2.6,7,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T12:00:00,33.5,40.6,24.5,59.39,0.1,100,rain,0,0,16.2,7.4,340,1008,50,9,728.5,2.6,7,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T13:00:00,34.5,41.6,24.2,55.18,0,0,,0,0,14.8,4,359,1007.3,72.7,17.5,727.4,2.6,7,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T14:00:00,35.1,40.8,23.1,49.92,0,0,,0,0,14,9.4,290,1006,50,10,622.1,2.2,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T15:00:00,35,39,21.5,45.56,0,0,,0,0,14.8,6.5,210,1005,40,10,541.1,1.9,5,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T16:00:00,35.5,40.5,22.3,46.51,0,0,,0,0,11.5,7.2,240,1005.5,26.4,17.7,377.3,1.4,4,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T17:00:00,33.5,39.3,23.5,55.93,0,0,,0,0,9,6.5,340,1005,0,7,209.5,0.8,2,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T18:00:00,32,38.5,24.5,64.62,0,0,,0,0,4.3,5.4,35,1006,0,5.5,30.3,0.1,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T19:00:00,31.6,39.2,25.4,69.7,0,0,,0,0,2.2,1.1,8,1006.4,69.1,8.9,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T20:00:00,30.5,38.3,26,76.96,0,0,,0,0,4,3.6,128.3,1007,0,3.5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T21:00:00,30.5,37,25,72.52,0.1,100,rain,0,0,8.6,3.8,45,1008,0,3,0,0,0,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T22:00:00,30.3,38.3,26.3,79.23,0,0,,0,0,12.2,5.4,137,1009.1,1.2,8.7,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-29T23:00:00,30,37.4,26,79.2,0.9,100,rain,0,0,15.5,13,145,1009,0,5,0,0,0,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T00:00:00,29.5,36.6,26,81.51,0,0,,0,0,15.1,9.4,130,1010,0,4,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T01:00:00,29.1,36.4,26.4,85.38,0,0,,0,0,11.2,4.9,116,1009.3,42,9,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T02:00:00,28.5,33.6,25,81.38,0,0,,0,0,10.4,13.9,95,1009,70,5.5,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T03:00:00,26,26,24,88.76,0,0,,0,0,10.1,14.8,65,1009,89,4.5,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T04:00:00,26.8,29.8,24.3,86.11,0,0,,0,0,7.6,10.8,72,1009.5,89.6,8.8,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T05:00:00,25.5,25.5,24,91.43,0,0,,0,0,5,7.4,100,1010,89,7,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T06:00:00,26,26,24,88.76,0,0,,0,0,9,5.4,60,1011,89,6.5,0.5,0,0,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T07:00:00,27,30.6,24.8,87.67,1.052,100,rain,0,0,10.1,7.4,337,1011.5,99.4,10,55.8,0.2,1,,"Rain, Overcast",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T08:00:00,28.5,33.2,24.5,78.99,0,0,,0,0,14,4.5,40.2,1012,0,9,203.5,0.7,2,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T09:00:00,30,36.2,25,74.63,0,0,,0,0,15.5,4.5,347.1,1012,0,8.5,262.2,0.9,3,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T10:00:00,30.6,37.7,25.5,74.47,0,0,,0,0,20.5,7.4,319,1012.7,59.2,9.6,605.5,2.2,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T11:00:00,32.5,38.6,24,60.97,0,0,,0,0,20.9,9.4,75,1011,50,10,550.2,2,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T12:00:00,33.5,37.7,22,51.06,0,0,,0,0,18.4,8.5,75,1011,50,10,617.8,2.2,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T13:00:00,31.7,39,25.1,68.09,0.393,100,rain,0,0,16.9,4.7,198,1010.3,68,10.3,700.6,2.5,7,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T14:00:00,34,38.8,22.5,51.19,0,0,,0,0,14,9.4,75,1009,78.4,10,534,1.9,5,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T15:00:00,34,38.3,22,49.66,0,0,,0,0,13.7,10.3,80,1008,84.3,10,510.3,1.8,5,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T16:00:00,33.2,39.3,23.8,57.87,0,0,,0,0,13.7,7.6,129,1008.4,89,10.2,310.1,1.1,3,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T17:00:00,32.5,37.4,23,57.4,0,0,,0,0,12.2,8.5,80,1008,0,7.5,165,0.6,2,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T18:00:00,31.5,36.7,23.5,62.61,0,0,,0,0,8.6,8.5,95,1009,0,3.5,28.2,0.1,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T19:00:00,30.4,38.5,26.3,78.9,0.017,100,rain,0,0,12.2,5.8,139,1010.3,68.8,9.3,0,0,0,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T20:00:00,30,35.1,24,70.29,0,0,,0,0,13.3,14.8,160,1011,0,7,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T21:00:00,29.5,34.4,24,72.35,0,0,,0,0,12.6,12.1,155,1012,0,6.5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T22:00:00,29.1,35.2,25.4,80.67,0,0,,0,0,10.8,5.2,144,1012.5,51.9,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-09-30T23:00:00,29,33.6,24,74.47,0,0,,0,0,7.9,9.4,140,1012,0,5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T00:00:00,29,33.6,24,74.47,0,0,,0,0,6.5,8.5,135,1012,0,5,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T01:00:00,28.1,33.4,25.6,86.05,0,0,,0,0,6.5,7.6,65,1012.2,1.5,9,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T02:00:00,28,32.7,25,83.79,0,0,,0,0,6.8,9.4,55,1012,0,3,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T03:00:00,27.5,31.7,25,86.27,0,0,,0,0,5.8,7.4,60,1012,0,3,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T04:00:00,27.8,33,25.9,89.58,0,0,,0,0,5.8,5.3,75,1012.1,78.5,8.6,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T05:00:00,27,30.6,25,88.84,0,0,,0,0,6.1,8.5,85,1012,0,3,0,0,0,,Clear,clear-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T06:00:00,27.5,31.7,25,86.27,0,0,,0,0,7.2,9.4,35,1013,0,3,0.8,0,0,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T07:00:00,28,33.9,26.3,90.2,0,0,,0,0,11.9,5,112,1014,70.6,4.6,72.8,0.3,1,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T08:00:00,29.5,34.9,24.5,74.55,0,0,,0,0,13.3,8.5,15,1015,25,5,223.2,0.8,2,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T09:00:00,31,37.1,24.5,68.4,0,0,,0,0,19.4,7.6,15,1015,0,6.5,458,1.6,5,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T10:00:00,31.9,39.7,25.4,68.59,0,0,,0,0,19.1,4.3,329,1015,78.1,9.5,633.7,2.3,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T11:00:00,32.5,38,23.5,59.16,0.1,100,rain,0,0,16.9,6.5,6.6,1014,73.7,7,735.1,2.6,7,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T12:00:00,33,38.6,23.5,57.52,0.2,100,rain,0,0,16.2,7.6,335,1012,60.5,10,829.4,3,8,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T13:00:00,32.9,39.4,24.3,60.76,0,0,,0,0,19.1,6.8,321,1012.1,89.1,10.3,667.9,2.4,7,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T14:00:00,34.1,38.4,22.1,49.67,0,0,,0,0,20.2,9.4,40,1011,22.9,,516.4,1.9,5,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T15:00:00,33.5,37.7,22,51.06,0,0,,0,0,20.2,6.5,350,1010,32.5,10,564.3,2,6,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T16:00:00,33,39.6,24.2,59.79,0,0,,0,0,19.1,7,240,1009.9,80,10.2,259.6,0.9,3,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T17:00:00,32,36.8,23,59.04,0.2,100,rain,0,0,16.2,5.4,10,1010,0,8,149.8,0.5,1,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T18:00:00,31.1,35.6,23.1,62.51,0.6,100,rain,0,0,17.3,5.4,266.3,1011,0,4,19.5,0.1,0,,Rain,rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T19:00:00,30.5,38.7,26.3,78.18,0,0,,0,0,11.5,1.7,357,1011.8,67.7,8.3,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T20:00:00,29,34.5,25,79.06,1,100,rain,0,0,12.2,13,360,1013,57.5,2.5,0,0,0,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T21:00:00,24,24,21.5,85.93,2.2,100,rain,0,0,13.3,27.9,160,1014,89,6,0,0,0,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T22:00:00,25.1,25.1,22.6,86.18,0,0,,0,0,15.8,7.8,324,1014.1,97.5,9.6,0,0,0,,Overcast,cloudy,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-01T23:00:00,24.5,24.5,22,85.98,1.3,100,rain,0,0,16.9,10.3,210,1014,89,10,0,0,0,,"Rain, Partially cloudy",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T00:00:00,24.5,24.5,22.5,88.64,0,0,,0,0,17.3,13.9,290,1014,89,10,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T01:00:00,25.2,25.2,23.8,92.21,8.843,100,rain,0,0,18,11.5,315,1013.5,97.4,9.3,0,0,0,,"Rain, Overcast",rain,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T02:00:00,25,25,24,94.19,0,0,,0,0,21.6,13.9,295,1012,89,5,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T03:00:00,25,25,23.5,91.4,0,0,,0,0,20.9,12.1,305,1012,89,5.5,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T04:00:00,24.7,24.7,23.3,91.52,0,0,,0,0,19.1,10.2,317,1012.3,97.6,9,0,0,0,,Overcast,cloudy,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T05:00:00,25,25,23.5,91.4,0,0,,0,0,18.7,8.5,280,1012,89,5,0,0,0,,Partially cloudy,partly-cloudy-night,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T06:00:00,25,25,23.5,91.4,0,0,,0,0,17.3,11.2,280,1013,89,5,0.2,0,0,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T07:00:00,25.4,25.4,23.5,89.46,0,0,,0,0,14.4,8.2,247,1013.5,97.2,9.3,11.1,0,0,,Overcast,cloudy,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T08:00:00,26.5,26.5,24,86.17,0,0,,0,0,14.4,12.1,300,1014,44,8,45.7,0.2,0,,Partially cloudy,partly-cloudy-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T09:00:00,28.5,32.8,24,76.66,0,0,,0,0,16.6,10.3,285,1014,0,8,181.2,0.7,2,,Clear,clear-day,obs
Hanoi,Hanoi,Hanoi,21,105.85,2015-10-02T10:00:00,28.5,32.9,24.2,77.93,0,0,,0,0,16.9,7.3,320,1014.3,81.3,9.9,146.9,0.5,1,,Partially cloudy,partly-cloudy-day,obs
